Movie ID,Title,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15
11,Star Wars: Episode IV - A New Hope (1977),-1.521847693,-1.038507442,2.027269199,0.2479325242,-0.5945476709,2.513259965,-1.848910078,0.4767099655,-0.224146304,-0.7606806323,-0.9739150433,0.8623788058,0.4038611511,1.12961601,-0.2488058748
12,Finding Nemo (2003),-0.3421850499,-0.2965864806,-0.3859624347,2.443297473,-1.097014726,-0.6194650336,0.5728872515,0.3295163976,-0.7122275725,0.3235541669,-0.5619483743,-0.1424054045,-0.5644147279,0.5068760117,1.274992865
13,Forrest Gump (1994),-2.240887935,-0.4388153466,-2.275177308,0.614548315,0.9044694087,0.7119192013,-0.4208759822,1.302036287,-0.86841844,-0.1601217672,0.6336672657,0.1331382409,-0.3302756915,-2.209004314,-0.4190918295
14,American Beauty (1999),-0.6345314312,2.186059154,-0.06668121404,0.08619684363,0.5175578623,-0.1853185002,-0.4123521726,0.06384113478,0.07593652974,-0.5776818744,0.5268033585,-1.465556913,-0.8196822654,0.5490104187,-0.6811912738
22,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.5173475587,-1.456762641,0.3691609022,0.07390276058,-0.09833225224,-0.594722024,0.8288875702,0.03362567865,-0.7074141037,0.7178766145,1.394326353,-0.7869860437,1.42919113,0.8557464953,-2.292565987
24,Kill Bill: Vol. 1 (2003),-0.6450193026,1.997440037,2.085625363,-1.686559252,-0.04787446261,-1.046274374,1.613574544,4.630243471,0.2762882619,0.4089973566,-1.148072373,0.2698533447,0.7245431784,-0.3856813627,1.036655926
38,Eternal Sunshine of the Spotless Mind (2004),-0.6955385943,1.771798527,0.1436463416,0.244718069,0.4342222109,-0.3679945952,-0.1868409657,-0.9614351003,0.2402281824,-0.4742309928,0.4924462368,-1.04190119,-0.1816572137,0.4791419316,0.2374580512
63,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.6156234603,1.390542324,0.7593207434,-0.408654886,-0.09937531125,-0.07353930916,-0.2618332696,-0.9237007357,0.07384904165,-0.04106690496,0.7826042223,-0.5391998344,0.2900922518,-0.2294622979,0.4320055829
77,Memento (2000),-1.443730095,1.466671174,-0.1218943218,-0.237936782,-0.3010100979,-0.6500937206,-0.0005770673241,-1.122585245,-0.2016542966,-0.6627041326,0.2478589699,-0.4299910815,-0.03226720173,0.5133814765,0.5052651985
85,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),-1.241724206,0.02113020224,0.4891605295,0.4245835911,-1.262252619,1.190654175,-0.6064337493,0.3057213226,1.438861589,0.4026816649,0.4388309688,0.7849476769,-0.8743747958,-0.3999840161,-0.1976860576
98,Gladiator (2000),-1.364851946,-1.304136397,-1.941623218,-0.6610072975,0.1288769973,0.00704815952,0.3710968392,0.08602648906,-0.1338386033,0.548052807,-0.8272155854,0.1414758937,0.7359827074,-0.33809996,-0.1755651956
105,Back to the Future (1985),-1.107665975,-0.0395056841,0.1098089813,0.1691486699,-1.625466624,1.673494502,-0.5444585542,0.4206026087,1.184403866,0.3965304942,1.240446053,0.01682451926,-0.5821663989,-0.7574118215,0.1180244611
107,Snatch (2000),-0.7154995971,1.526158991,0.4132826939,-0.3573246494,0.1582288344,0.1763501536,0.1042791441,-0.6188405338,-0.3792680931,0.4251817124,0.3514524243,0.234971633,0.7906606823,-0.05253806714,-0.4414625732
114,Pretty Woman (1990),1.658680672,0.3257739493,-1.436232857,0.7269118078,1.003382811,-0.1131269653,-1.022956568,1.283947352,0.8878464734,0.3787860961,0.06186419235,-0.520710123,0.520683066,0.6625348584,-0.1624116323
120,The Lord of the Rings: The Fellowship of the Ring (2001),-2.247394999,-2.510061095,2.310821824,0.3760396524,2.677431732,-0.3544626452,1.13387255,-0.7517251281,1.444931295,1.348524055,-0.2237099739,-0.4954525848,-0.8590710091,-0.1679670654,-0.2762801228
121,The Lord of the Rings: The Two Towers (2002),-2.016728253,-2.512933282,2.296763956,0.3528008713,2.750877848,-0.3747767462,1.084938841,-0.7090927565,1.183528336,1.34840585,-0.3246423275,-0.6236751072,-0.5950914029,-0.3308205665,-0.2929282023
122,The Lord of the Rings: The Return of the King (2003),-2.271109897,-2.526300171,2.142565693,0.3419537988,2.68862435,-0.3606097564,1.14034308,-0.9329311351,1.356982355,1.331742069,-0.4542211731,-0.6205331762,-0.6387446404,-0.1720928948,-0.3149373426
134,O Brother Where Art Thou? (2000),-0.05784510324,1.394312515,0.6318946484,0.2885341352,0.2178322907,-0.1049619316,-0.5798790476,-0.4154289961,0.1802977369,-0.08777627744,-0.2206274479,0.3239209569,-0.3459607444,0.08501048803,0.2697953121
141,Donnie Darko (2001),0.05686504876,1.573001418,0.6314371532,-0.01975532997,0.3901859773,-0.07543478868,-0.443608293,-0.9873790077,0.1359488217,-0.1569045057,0.4420346168,-0.2841813712,0.6981862519,0.2609864162,0.4726729517
146,Crouching Tiger Hidden Dragon (Wo hu cang long) (2000),-0.1298817353,0.4998667403,0.775981864,0.1640358879,0.1724285579,-0.7406404997,-0.1061841088,0.3421247914,0.150532319,0.06490234379,-0.4676095935,-0.6936384664,-1.219042039,0.4750475283,0.1950364526
153,Lost in Translation (2003),0.01902147426,1.746221512,0.3764685882,0.2996287857,0.6193880708,-0.2916166451,-0.6952078086,-0.7795136246,0.2142635716,-0.5368015241,0.3130046723,-0.6106243798,-1.060325245,1.024930564,0.2686340047
155,The Dark Knight (2008),-2.16935926,-1.131584399,-0.2391798381,-0.5569377557,-1.473590556,-0.7399884308,1.351486328,-1.679131296,0.1331082484,-0.9433988241,-1.135594041,-0.1795825419,2.193464712,0.7201424484,0.4456338153
161,Ocean's Eleven (2001),-0.1690478482,-0.2537955627,-0.7039788819,-0.9885717985,-0.5271660029,-0.8186959326,0.283188824,-0.2116396703,-0.5185356211,0.9118994463,0.09082306899,0.4844786039,0.3287341236,1.625843138,-0.5753216209
180,Minority Report (2002),0.08713279272,-0.3105671697,-0.117146193,-1.126598246,-0.4912950962,-0.3115769717,-0.7337464043,-0.1637846358,-0.1059014322,0.5420997462,0.6000467248,-0.3570557767,-0.5436627584,0.1482168627,0.9625575979
187,Sin City (2005),0.02521080427,1.476271234,1.11607245,-0.3398907308,0.3638813895,0.09489596985,0.5565257252,0.2078811514,-0.9051997064,0.6758297398,0.3242505501,-0.5846661696,0.7594298741,-0.2878807813,0.3036426181
194,Amelie (2001),-0.9046331394,1.759208792,0.2815199949,1.043577921,0.585077985,-0.3882064446,-0.8391055622,0.1157662644,0.06747181503,-0.4499738041,0.6087265018,-0.8651558996,-1.059557287,0.4366156114,-0.5072491597
197,Braveheart (1995),-0.688090352,-1.078509634,-1.33139487,-0.4773289748,0.7395697351,0.6382104978,0.06771889989,0.3908093976,-0.04915793618,0.5860527131,-1.085236,0.4964817283,1.123545251,-1.532101268,-0.1818532917
238,The Godfather (1972),-2.611461705,0.005551405438,-1.055330735,0.1509502615,0.2336741628,0.2664760642,0.6056314309,0.5957021545,-0.1124740029,-1.488996703,-0.378030523,0.3033097885,-0.5916930599,0.4007045135,-2.267831047
243,High Fidelity (2000),0.2986440656,1.259280822,0.4367383592,0.2633525483,0.3466284857,-0.0008552908168,-0.7059647236,-0.6392591875,0.2488432845,0.2978552026,0.1149009565,0.2200030034,-0.1064788025,0.08718864604,0.3610974416
268,Batman (1989),1.204558328,0.1024255306,0.8281509039,-0.2662774191,-0.5573557793,0.3752804743,-0.3386455536,-0.252916309,0.03763989203,-0.9587821288,-0.7325186609,-0.2661294532,0.7845117693,-0.6197862268,-1.296160951
272,Batman Begins (2005),-0.9203708471,-0.6941122226,0.3994933886,-0.6139520628,-1.443527338,-0.6882061105,0.7589492314,-1.686343749,0.1791387029,-1.098354186,-1.388190944,-0.1742284076,1.793179577,0.4488993527,0.4842242685
274,The Silence of the Lambs (1991),-1.773162287,0.963701224,-0.5399156335,-0.0706565083,0.2520588761,0.1329021247,-0.03157868424,0.1844617092,0.1519610745,-0.8138387961,0.2009542219,-0.2069194841,-0.1671818958,-0.5739668421,-0.9668783303
275,Fargo (1996),-0.6233151889,1.777301346,0.3388294833,0.2191692767,-0.08432685201,-0.1380342329,-0.6565081647,-0.3686865992,0.6346412035,-0.452721274,-0.1196119113,0.1745607562,-0.8309424557,0.2399357912,0.003429540852
278,The Shawshank Redemption (1994),-2.780307739,-0.0887472647,-1.821589737,-0.1574945459,0.3232851784,-0.1147677286,0.2813968282,-0.1302623997,0.02868893772,-0.8100900231,-0.229136601,0.5875745334,0.1941443084,-0.9766644973,-0.7799909985
280,Terminator 2: Judgment Day (1991),-0.6147783166,-0.8561702195,0.4180313736,-0.9797748673,-1.730847395,1.58805023,0.7046120187,0.3856260415,1.719533187,-0.5124544082,1.034302083,-0.7887048907,-0.3851540595,-0.3951979436,-0.5019142539
329,Jurassic Park (1993),-0.1042382634,-1.105403794,-0.4976303195,0.4596778064,-1.146450838,0.8422793058,0.2249779979,0.5413537742,1.570225571,-0.6330012158,1.053254921,-0.5269418083,0.08247566674,-0.005908902469,1.466917833
393,Kill Bill: Vol. 2 (2004),-0.3220671153,1.736347757,1.882084627,-1.624796335,0.1225201616,-1.269395508,1.497788745,4.185527578,0.05391732223,0.4360269887,-1.048859311,0.4344550189,0.6570990574,-0.298533392,0.8883149957
414,Batman Forever (1995),3.111997017,-0.1025694468,0.5143011311,-0.720548947,0.7734858,-0.0928409219,-1.04072273,-0.3082222709,-1.720264782,-0.7696221109,-0.543568003,-0.08265608694,0.3439746894,-0.7608574172,-1.959942362
424,Schindler's List (1993),-1.965070811,-0.05488501291,-1.213184744,0.4328285967,0.888582726,0.3778533128,-0.1774687279,0.6110656222,-0.2678413974,-0.9590879604,-0.06253536925,0.4617679502,0.006242730571,-0.8392750033,-0.4289473255
453,A Beautiful Mind (2001),-1.71830167,-0.6260271979,-2.113007603,-0.2346486445,1.074860246,-0.368104825,-0.3107297175,0.1567757437,-0.9514470135,-0.2134790803,0.3665526098,0.05067115024,-0.08024915562,-0.2248576835,0.07889819671
462,Erin Brockovich (2000),0.8242015936,0.8826399515,-1.028377796,0.4776277347,1.058559085,-0.3099489081,-1.098491541,0.2621451617,0.2238163665,0.7601006684,-0.02578562033,0.1335950597,-0.1304095956,-0.146135416,0.1137340291
550,Fight Club (1999),-2.1865373,1.689500495,0.005569887277,-0.761313669,-0.09350778488,-0.1871122475,0.8558234062,-0.9264975783,-0.8959192949,-0.3184049248,0.7519681767,-0.5655756145,1.170794819,0.7614609041,-0.7243411172
557,Spider-Man (2002),1.58229244,-0.944789045,0.4685248762,-0.3904486675,-1.433489791,-1.179023398,-0.1020148225,-0.5024834091,0.4390153215,-1.737383265,-1.788009512,-1.033575381,-1.217301442,-2.295378682,-0.103984866
558,Spider-Man 2 (2004),2.235223306,-0.7881294762,0.5967221342,-0.4000821985,-1.246622711,-1.507203114,-0.2199109015,-0.4862538357,0.3316574544,-1.833755267,-2.24334034,-1.197937861,-1.450812248,-2.381119005,-0.4557528273
568,Apollo 13 (1995),-0.1106699365,0.05139183147,-0.3902991044,-0.00501788011,-0.05700981585,0.371250915,-1.238276069,-0.1789880918,0.574858204,0.3196001708,0.06164566767,0.5480381174,-0.4555302567,-0.4651716237,0.7940583681
581,Dances with Wolves (1990),0.2090556232,0.2521868779,-0.7023770737,0.4880318052,1.137589524,0.3640345453,-0.7329884945,0.148306341,0.2382184031,0.2511683509,-0.05006533368,0.01214678051,0.3196221215,-0.6629476492,-0.09726005796
585,Monsters Inc. (2001),-0.3426690299,-0.1403176378,0.218295234,1.950883136,-1.265952605,-0.5036422854,0.253365057,0.07140799082,-0.9628708186,1.156963106,0.2586821015,-0.1714325295,-0.5691892351,-0.02488350353,0.8548646822
597,Titanic (1997),1.567865194,-1.516952027,-2.523377705,1.204484789,1.729541499,-0.08894137749,0.1028220291,1.747791721,1.816958325,-2.986806906,-0.5894410931,-2.568581806,0.3703870334,2.215932753,0.4561268115
601,E.T. the Extra-Terrestrial (1982),-0.1582731675,-0.01470494184,-0.2654601302,1.211316595,-0.3663895629,0.5525832857,-1.12312537,0.9869506236,0.6677812392,-0.5531944976,0.3780008193,-0.1756778597,-0.7482939087,-0.9384413105,0.8961954147
602,Independence Day (a.k.a. ID4) (1996),1.72394907,-1.506178556,-0.9346466646,-1.192857392,-0.8694224125,0.7298285082,-0.02990589617,0.673458718,0.6707736005,0.4138550257,0.6527174145,-0.9055980618,1.341180062,0.9448179666,1.032206007
603,The Matrix (1999),-3.063638626,-1.319282853,-0.0436178698,-0.994612269,-0.9540542214,0.1908383723,0.197917888,-0.0939622069,-1.082839611,-0.003842830456,1.377452543,-1.668189322,-1.348377428,0.2237971999,0.7524126365
604,The Matrix Reloaded (2003),0.5034136376,-2.004449714,0.001083650427,-2.255945306,0.8825473015,-0.1885996562,-0.2354343581,0.5700275738,-3.492896706,-0.3122139148,0.9027423941,-2.063318236,-1.895101444,0.7484579,2.120907438
607,Men in Black (a.k.a. MIB) (1997),1.038193198,-0.6866547528,0.3770454097,-0.7040395244,-1.715186359,0.8719257041,0.5069214062,0.7354937165,-0.002964166278,1.117340973,2.316365482,-1.244795813,0.02535129651,-0.2298090261,-0.949541113
629,The Usual Suspects (1995),-1.538156168,1.359338846,-0.1376209099,-0.3295150721,-0.337147236,-0.5202456202,0.05036548047,-0.6404112134,0.2775600236,-0.2615777506,-0.2014204365,0.4523379045,-0.3322513627,0.3062845359,-0.1868362624
640,Catch Me If You Can (2002),-0.5093567559,-0.05233160927,-1.316709218,-0.4381727588,-0.001224580749,-0.3063774528,0.008600096167,-0.3263340741,-0.3456246464,0.2826051983,0.294095387,0.5321319435,0.3766879957,0.274314491,-0.003782486973
641,Requiem for a Dream (2000),-0.5236134954,1.51431367,0.2707935289,0.0001116076575,0.6661186099,0.05356939338,-0.3560102133,-0.7790397124,-0.4061808828,-0.255109458,0.4696709143,-0.5484068372,0.308725417,0.05454010424,0.4803038765
664,Twister (1996),2.088042291,0.1643331718,-0.1268204959,-0.06560676763,0.9243284108,0.01285017523,-0.8012606914,-0.4474795233,0.7253366672,0.7945151607,-0.008871781374,-0.1345473057,0.43863629,0.1801060197,0.798033287
671,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),1.240479411,-1.562580346,1.684968876,1.314666879,0.5367726932,-2.232774793,-0.1266137371,0.5100965469,0.3283869199,-2.448020427,3.0705183,2.404670465,0.7877878607,-0.2472843193,0.5979855291
672,Harry Potter and the Chamber of Secrets (2002),1.302388967,-1.582413431,1.664078851,1.234163819,0.6317639368,-2.23746023,-0.0253022464,0.2620093344,0.2255794585,-2.380327077,2.79233767,2.550649977,0.8675211815,-0.04742642639,0.3366021507
680,Pulp Fiction (1994),-2.382739248,2.085395388,0.6831638591,-0.8413931398,-0.06204881571,0.3260625691,0.6249807035,1.071625274,-0.03782040289,-0.7297955075,0.4125435113,-0.03341455749,0.06267091883,0.2289102233,-1.833899957
745,The Sixth Sense (1999),-0.8395446324,-0.05904037779,-1.176596127,-0.2759835565,-0.1943396925,-0.3267442541,-0.6610905296,-0.1453260526,0.1120166525,0.05285443136,0.5048732587,0.07092380517,-0.04520691779,-1.018640786,0.6929081802
752,V for Vendetta (2006),-0.6425041308,0.4326736133,0.3222407138,-0.3350120398,0.2309431295,-0.6183089787,0.3358406854,-0.9540639293,-0.9320227456,0.735601849,-0.1296649437,-1.12635537,2.014107153,-0.2795140595,1.460253021
786,Almost Famous (2000),0.6406851242,1.199325558,0.2703919238,0.3710949758,0.4797524179,-0.1443913638,-0.7525968181,-0.5637002518,0.4398928238,0.2671368,-0.2420013975,0.0330846466,-0.3098579193,0.005432995165,0.2562990811
788,Mrs. Doubtfire (1993),1.952557806,0.3140909331,-1.029965545,1.004275592,0.8539507929,0.6714133679,-0.1929683877,0.04876865702,0.399647573,0.9053009872,0.3093258006,0.3354121386,0.2768494448,-0.517637312,0.2809776412
807,Seven (a.k.a. Se7en) (1995),-1.261113954,1.4199456,-0.1182110471,-0.4791190977,0.2051069879,-0.4160386966,0.2055847142,-0.6978829388,-0.3609875198,-0.2461007419,0.4078908922,0.2763331604,0.7416950486,-0.5973421847,0.179385685
808,Shrek (2001),-0.2415808078,-0.4497227505,0.03977924365,2.286099074,-1.163008639,-0.2954247328,0.9058536107,0.4484455301,-2.016609431,1.546593364,0.5135264889,0.6660290035,-0.7439278075,-0.5558468338,-0.9412934376
809,Shrek 2 (2004),1.174964157,-0.4103888344,0.2394677596,1.727501349,-0.6525886965,-0.3160788819,0.6431075034,0.2610199553,-2.325862092,0.8938777789,0.07965163488,0.7027749645,-0.9276814383,-0.1022299939,-1.368160776
812,Aladdin (1992),0.9444072873,-0.1740505386,0.1231862823,2.224310534,-0.5695513857,0.01806505743,0.3010679397,0.03472533646,-0.2063009207,0.5333225541,-0.8823041399,-0.4469824427,1.302015538,0.8368295247,-0.467606537
854,The Mask (1994),2.263141661,-0.06776078725,-0.205462906,0.06888042615,-0.1890900636,2.07855412,2.444922279,-0.07597148977,-0.6747667976,-0.1985597822,1.641379984,-0.8392764839,-0.5170859462,-1.058431343,-0.9317460586
857,Saving Private Ryan (1998),-1.331249373,-0.4833749676,-1.326804904,-0.08822744044,0.5713580249,0.05971911153,0.09590064533,0.6666414439,0.289853152,-0.4781185154,-0.7814636227,0.8536334988,-0.7326923531,-0.4809878291,0.206581237
862,Toy Story (1995),-0.5727828856,-0.088546012,-0.03930955145,2.539259067,-1.69116531,-0.1400100928,0.9443313166,0.5731837555,-0.3413665369,0.4767087775,-0.5924869832,-0.1326580135,-0.7227065921,0.2503407293,0.9786269348
954,Mission: Impossible (1996),0.9633116294,-1.016009876,-0.7618927208,-1.627067669,-0.9581762488,-0.5867426712,-0.09711283942,0.2445216627,1.01327064,0.5327462965,0.1416497444,0.3389852103,-0.8086102419,1.649490545,-0.6825969817
955,Mission: Impossible II (2000),2.14791751,-1.10806168,-0.5273859542,-1.732131811,-0.2905006713,-0.9484252497,-0.3193410908,0.1328157581,0.2902376942,0.1620990533,-0.2694771216,0.05495694264,-0.9823745221,1.547866572,-0.9973727313
1422,The Departed (2006),-0.9911194647,0.4634228843,-0.814632428,-0.5796320784,-0.1081268508,-0.2096178793,0.4867256738,-0.3353448567,-0.3488991616,-0.3505686413,-0.4724864315,0.5413646237,0.6648873842,0.3068877469,-0.4458725276
1572,Die Hard: With a Vengeance (1995),0.8617314773,-0.4151448301,-0.05927904019,-1.168038502,-1.101257031,0.3155611225,0.08003049508,-0.04241262319,1.075221193,1.138517961,0.3003521875,0.2557866885,0.6434407435,-0.4022009706,-0.4516619344
1597,Meet the Parents (2000),1.569911417,0.5406493062,-0.6852633209,0.09110588859,0.5500536948,0.5740142227,0.4404295827,-0.341091601,-0.1582707299,0.6778861597,-0.3511358543,1.192418471,-0.2767982061,-0.017175561,0.1949806648
1637,Speed (1994),1.837616508,-0.2751070589,-0.8404059834,-0.850205989,-0.1803523774,0.1549494446,0.004200704516,-0.09600600101,1.106964416,0.5346765607,0.5837950857,0.07542613432,0.1183198702,0.04936494353,0.0962147798
1891,Star Wars: Episode V - The Empire Strikes Back (1980),-1.732353895,-1.031040943,2.221630896,0.3108859884,-0.9008297162,2.306469294,-1.847214298,0.2314345771,-0.09633224982,-0.6731345262,-1.010805863,0.657122751,0.1410748544,0.9988413865,-0.1155826197
1892,Star Wars: Episode VI - Return of the Jedi (1983),-1.353408169,-0.9650834373,2.099766693,0.1433347917,-0.5384048933,2.495382321,-1.925854284,0.2647223605,-0.4676166057,-0.5536130964,-0.9125483375,0.737907037,0.302659392,0.9693952766,-0.1024754037
1894,Star Wars: Episode II - Attack of the Clones (2002),1.480273967,-1.711203841,1.128253559,-1.031575845,1.544976762,1.662894339,-2.001102294,0.6919437119,-3.324583371,-0.7603215636,-0.6110909903,0.329280381,0.6274061017,0.2268065087,0.5646399749
1900,Traffic (2000),0.1266239981,1.204196478,0.05476568724,-0.1255697164,0.4383561575,-0.3910590541,-0.4833746385,-0.4121396687,0.08269017392,0.1964840224,-0.3246795239,0.1633732234,-0.1960839582,0.07809307683,0.08805269894
2024,The Patriot (2000),1.08783228,-0.4977856237,-1.038098528,-0.2953580115,0.9752848252,-0.08109026267,-0.2824532365,0.1263858019,-0.166706223,0.834347248,-0.8873813979,0.4981018642,0.643096074,-0.3521806109,0.0323277911
2164,Stargate (1994),0.7584464269,0.02496664657,0.4694665478,-0.4343228127,0.06928375954,0.6218915557,-0.7935185488,-0.5157558835,0.08041184769,0.8270971068,0.3356057828,-0.1346117472,1.022644046,-0.4985116365,0.8602213883
2501,The Bourne Identity (2002),-0.8312597195,-0.7199623858,-1.102237823,-1.446390195,-0.7014502412,-1.093011922,0.2407878944,-0.3587412172,0.07067308185,0.4544761291,-0.4556967134,2.278223569,-1.625051071,1.561781156,0.04384292884
2502,The Bourne Supremacy (2004),-0.4759770434,-0.7794769765,-1.102297118,-1.486112635,-0.4977075643,-1.225493553,0.09946283034,-0.3232640833,-0.1226340024,0.4879922123,-0.5482032092,2.246279855,-1.574378666,1.627139016,0.04349219196
3049,Ace Ventura: Pet Detective (1994),2.723720458,0.7452817708,0.02958727307,-0.3281532535,0.6859470141,2.592889426,3.457525299,-0.7803803004,-0.2199937235,-1.313421448,0.1638271497,0.5730476503,-0.3245094478,0.3583440958,0.1288140906
4327,Charlie's Angels (2000),4.02381461,0.8829627524,1.13827385,-0.4310575358,0.2080862764,-0.8538874845,-0.5908209843,0.4161062254,0.3873895602,0.5221553009,-0.3798121163,-0.5677250341,-1.007533553,0.7945894608,-2.247245789
5503,The Fugitive (1993),0.206806241,0.2960182761,-0.6298319598,-0.03967105344,-0.2581773076,0.1954340432,-0.7201608961,-0.1857786045,0.9007274899,0.7079013892,-0.01217983314,0.7518603096,-0.02014656328,-0.2471666357,-0.01978813702
7443,Chicken Run (2000),1.213696844,1.005139179,0.5814664246,1.323309753,0.09053075868,-0.2843499983,-0.2837450054,-0.572048018,-0.4244570204,0.6000018236,-0.7177698932,0.1317759843,-0.322848743,0.1371849467,0.0938541158
8358,Cast Away (2000),0.1254612436,-0.1846836857,-1.325736632,-0.3387240129,0.534413895,-0.1929256979,-0.4283101682,0.08639926749,-0.3322858854,0.1583983272,0.01295686912,0.4678236973,0.1603353759,-0.7588670153,0.4766352512
8467,Dumb & Dumber (1994),2.720286942,1.217620032,-0.1016005877,-0.1192039019,1.279939306,2.805065616,3.524783163,-1.283701321,-0.1333429057,-1.343301096,-1.009495925,1.808762467,-1.24069601,0.2799103935,1.61633803
8587,The Lion King (1994),-0.195123257,-0.9208657365,-1.086964437,2.53222023,-0.2393913201,0.03436593757,0.6524237665,0.6496380371,-0.385724578,0.2197456108,-0.8042858032,-0.6621373423,1.354164807,0.8674698856,-0.4383892012
9331,Clear and Present Danger (1994),0.8611512395,0.2491356012,-0.1283684317,-0.1633787547,0.2498751894,-0.07749686431,-0.6648866575,-0.1600383024,0.6321764271,0.7738815555,-0.1798029904,0.5793402777,0.2559898483,-0.2077985247,0.2909867231
9741,Unbreakable (2000),0.8734078458,0.5602290552,-0.1208184359,-0.2037021294,0.4256187554,-0.2614928298,-0.3421084437,-0.5730464111,-0.1252824445,0.6091369584,0.1668895043,-0.0899596754,-0.04078092833,-0.3274165217,0.7307840336
9802,The Rock (1996),0.9344420462,-0.2421248285,-0.4482920157,-0.7968668039,-0.004808431214,0.182001245,-0.3815354886,-0.3656646301,0.3962075075,1.372162251,-0.138561729,0.6398118471,0.6242837319,-0.833687174,-0.1085436645
9806,The Incredibles (2004),0.1599666076,-0.0511227218,0.3111834243,1.841866945,-1.952735549,-0.8360414241,0.639252349,-0.4130816815,-0.3108683437,0.4482254578,-0.8460443621,-0.1581915153,-0.6491635712,0.04557974496,1.017860998
10020,Beauty and the Beast (1991),1.286287808,0.004957233484,-0.1576399406,2.579640225,-0.04268691725,-0.2565815327,-0.007971034736,0.458163408,0.09139439959,0.3233386647,-0.8628329067,-0.5081853291,0.9945350054,0.8687000684,-0.487075518
36657,X-Men (2000),0.8119006735,-0.8932802838,0.668953405,-0.8850742444,-1.070467534,-0.9731542176,-0.03744888623,-0.9256088404,-0.1221122744,-0.3288222791,-0.163103453,-0.3072994506,0.6421050511,-1.355542021,0.06779027068
36658,X2: X-Men United (2003),1.161006278,-0.7156132163,0.7126332597,-0.6888081336,-0.717785111,-1.007046617,-0.267268166,-0.8023220658,-0.2492386798,-0.5404185612,-0.2914216332,-0.2402160373,0.2907144692,-1.217250318,-0.2881303832
36955,True Lies (1994),1.734008298,0.2654364403,-0.003391128014,-0.4917538991,-0.3227394357,0.8501654437,-0.1503773993,-0.07589462844,1.373385842,0.9347668517,0.4892988138,-0.0626782313,0.333703115,-0.2233821177,-0.02259923479